id,episode_num,challenge_type,question,answer,options,word_pieces
892,21,"translation","""It was my first time, but it was better than I expected.""","한강은 처음이었는데 또 가고 싶어.","[""에마야, 어제 뭐 했어?"",""한강에 갔어!"",""한강은 처음이었는데 또 가고 싶어."",""같이 가자!""]",
893,21,"translation","""It was my first time skiing, but it was really fun.""","스키 처음이었는데 진짜 재밌었어요.","[""진짜 좋았어! 사진도 많이 찍었어."",""스키 처음이었는데 진짜 재밌었어요."",""왜?"",""맞아, 한강 치킨은 진짜야.""]",
894,21,"fill_blank","한강은 ___ 또 가고 싶어.","처음이었는데","[""안 돼요"",""처음이었는데"",""몰라요"",""봐요""]",
895,21,"fill_blank","스키 ___ 진짜 재밌었어요.","처음이었는데","[""안 돼요"",""몰라요"",""없어요"",""처음이었는데""]",
896,21,"word_order","""It was my first time, but it was better than I expected.""","한강은 처음이었는데 또 가고 싶어",,"[""또"",""한강은"",""없어요"",""싶어"",""가고"",""처음이었는데""]"
897,22,"translation","""I think it's going to rain. Bring an umbrella.""","여기 맛있을 것 같아요!","[""이 집 유명한 것 같아요."",""여기 맛있을 것 같아요!"",""생각보다 빠르네."",""이거 매울 것 같아요.""]",
898,22,"translation","""I think this food will be delicious.""","이 음식이 맛있을 것 같아요.","[""이 집 유명한 것 같아요."",""생각보다 빠르네."",""한 30분 걸릴 거야."",""이 음식이 맛있을 것 같아요.""]",
899,22,"fill_blank","여기 맛있을 ___!","것 같아요","[""몰라요"",""봐요"",""없어요"",""것 같아요""]",
900,22,"fill_blank","이 음식이 맛있을 ___.","것 같아요","[""안 돼요"",""몰라요"",""것 같아요"",""봐요""]",
901,22,"word_order","""It seems like it'll be delicious here!""","여기 맛있을 것 같아요",,"[""것"",""여기"",""같아요"",""맛있을"",""없어요""]"
902,22,"translation","""The lights are off. They must be sleeping.""","여기 맛있을 것 같아요!","[""이거 매울 것 같아요."",""얼마나 기다려야 해요?"",""맞아, 인스타에서 봤어."",""여기 맛있을 것 같아요!""]",
903,22,"translation","""You're eating a lot. I guess you're hungry.""","많이 먹네요. 배가 고프나 봐요.","[""얼마나 기다려야 해요?"",""맞아, 인스타에서 봤어."",""한 30분 걸릴 거야."",""많이 먹네요. 배가 고프나 봐요.""]",
904,22,"fill_blank","많이 먹네요. 배가 고프___.","나 봐요","[""나 봐요"",""없어요"",""안 돼요"",""봐요""]",
905,22,"word_order","""The lights are off. They must be sleeping.""","여기 맛있을 것 같아요",,"[""것"",""같아요"",""여기"",""맛있을"",""없어요""]"
906,22,"translation","""I'm going to wake up early tomorrow.""","한 30분 걸릴 거야.","[""줄 서 있는 거 보면 맛있나 봐."",""얼마나 기다려야 해요?"",""한 30분 걸릴 거야."",""맞아, 인스타에서 봤어.""]",
907,22,"translation","""I'm going to meet a friend this weekend.""","이번 주말에 친구 만날 거야.","[""여기 맛있을 것 같아요!"",""이 집 유명한 것 같아요."",""잘 모르겠어... 물어봐야지."",""이번 주말에 친구 만날 거야.""]",
908,22,"word_order","""I'm going to wake up early tomorrow.""","한 30분 걸릴 거야",,"[""걸릴"",""한"",""거야"",""30분"",""없어요""]"
909,23,"translation","""I have to do homework. I need to finish it today.""","에마야, 지금 공부해야 해.","[""에마야, 지금 공부해야 해."",""알아... 나도 해야 해."",""응, 들어가!"",""핸드폰 잊지 마.""]",
910,23,"translation","""I need to sleep now. I have to wake up early tomorrow.""","이제 자야 해. 내일 일찍 일어나야 해.","[""안 쉬어도 돼! 조금만 더!"",""이제 자야 해. 내일 일찍 일어나야 해."",""지수야, 걱정하지 마."",""응? 난 걱정 안 했는데.""]",
911,23,"fill_blank","에마야, 지금 공부___.","해야 해","[""안 돼요"",""없어요"",""봐요"",""해야 해""]",
912,23,"word_order","""I have to do homework. I need to finish it today.""","에마야 지금 공부해야 해",,"[""지금"",""없어요"",""공부해야"",""해"",""에마야""]"
913,23,"translation","""Don't worry. Everything will be fine.""","에마야, 지금 공부해야 해.","[""응, 들어가!"",""아, 맞다! 고마워."",""에마야, 지금 공부해야 해."",""핸드폰 잊지 마.""]",
914,23,"translation","""Don't go there. It's dangerous.""","거기 가지 마. 위험해.","[""지수야, 걱정하지 마."",""응, 들어가!"",""거기 가지 마. 위험해."",""알아... 나도 해야 해.""]",
915,23,"word_order","""Don't worry. Everything will be fine.""","에마야 지금 공부해야 해",,"[""해"",""지금"",""에마야"",""없어요"",""공부해야""]"
916,23,"translation","""Don't forget your umbrella. They say it'll rain.""","에마야, 지금 공부해야 해.","[""응, 들어가!"",""에마야, 지금 공부해야 해."",""응? 난 걱정 안 했는데."",""알아... 나도 해야 해.""]",
917,23,"translation","""Don't forget our plans tomorrow!""","내일 약속 잊지 마!","[""지수야, 걱정하지 마."",""잠깐 쉬어도 돼?"",""응, 들어가!"",""내일 약속 잊지 마!""]",
918,23,"fill_blank","내일 약속 ___!","잊지 마","[""안 돼요"",""몰라요"",""해요"",""잊지 마""]",
919,23,"word_order","""Don't forget your umbrella. They say it'll rain.""","에마야 지금 공부해야 해",,"[""해"",""에마야"",""지금"",""공부해야"",""없어요""]"
920,24,"translation","""What do you think about this idea?""","한국 음식, 어떻게 생각해?","[""그래도 저는 좀 달라요."",""한국 음식, 어떻게 생각해?"",""그렇긴 한데요, 익숙해지면 괜찮아!"",""어떻게 생각해? 다음엔 같이 도전해봐!""]",
921,24,"translation","""What do you think of my presentation? Did I do well?""","제 발표 어떻게 생각해요? 잘 했어요?","[""사람마다 달라!"",""제 발표 어떻게 생각해요? 잘 했어요?"",""어떻게 생각해? 다음엔 같이 도전해봐!"",""그렇긴 한데요, 익숙해지면 괜찮아!""]",
922,24,"fill_blank","제 발표 ___? 잘 했어요?","어떻게 생각해요","[""없어요"",""몰라요"",""해요"",""어떻게 생각해요""]",
923,24,"word_order","""What do you think about this idea?""","한국 음식 어떻게 생각해",,"[""없어요"",""음식"",""어떻게"",""생각해"",""한국""]"
924,24,"translation","""That's true. I think so too.""","맞는 말이에요. 처음엔 저도 그랬어요.","[""저는 매운 거 별로예요."",""맞는 말이에요. 처음엔 저도 그랬어요."",""그래도 저는 좀 달라요."",""한국 음식, 어떻게 생각해?""]",
925,24,"translation","""You're right! Why didn't I think of that?""","맞는 말이에요! 왜 그걸 몰랐을까요?","[""사람마다 달라!"",""저는 매운 거 별로예요."",""맞는 말이에요! 왜 그걸 몰랐을까요?"",""그래도 저는 좀 달라요.""]",
926,24,"fill_blank","___. 처음엔 저도 그랬어요.","맞는 말이에요","[""안 돼요"",""몰라요"",""맞는 말이에요"",""없어요""]",
927,24,"fill_blank","___! 왜 그걸 몰랐을까요?","맞는 말이에요","[""없어요"",""안 돼요"",""맞는 말이에요"",""봐요""]",
928,24,"word_order","""That's true. I think so too.""","맞는 말이에요 처음엔 저도 그랬어요",,"[""그랬어요"",""처음엔"",""말이에요"",""없어요"",""저도"",""맞는""]"
929,24,"translation","""I'm a bit different. I can't eat spicy food.""","그래도 저는 좀 달라요.","[""그래도 저는 좀 달라요."",""저는 너무 좋아!"",""사람마다 달라!"",""그럴 수도 있어요.""]",
930,24,"translation","""I'm a bit different. I'm a morning person.""","저는 좀 달라요. 아침형 인간이에요.","[""저는 너무 좋아!"",""어떻게 생각해? 다음엔 같이 도전해봐!"",""저는 좀 달라요. 아침형 인간이에요."",""맞는 말이에요. 처음엔 저도 그랬어요.""]",
931,24,"fill_blank","그래도 ___.","저는 좀 달라요","[""저는 좀 달라요"",""해요"",""몰라요"",""안 돼요""]",
932,24,"fill_blank","___. 아침형 인간이에요.","저는 좀 달라요","[""봐요"",""저는 좀 달라요"",""해요"",""안 돼요""]",
933,24,"word_order","""I'm a bit different. I can't eat spicy food.""","그래도 저는 좀 달라요",,"[""좀"",""달라요"",""없어요"",""저는"",""그래도""]"
934,25,"translation","""Have you ever been to Jeju Island?""","에마야, 제주도에 가 봤어?","[""에마야, 제주도에 가 봤어?"",""나도!"",""같이 가면 재미있을 것 같아요."",""맞아, 같이 해!""]",
935,25,"translation","""Have you been to that café? I heard it has a great atmosphere.""","그 카페에 가 봤어요? 분위기가 좋대요.","[""맞아, 같이 해!"",""그 카페에 가 봤어요? 분위기가 좋대요."",""다음에 꼭 같이 가요!"",""좋아!""]",
936,25,"fill_blank","그 카페___? 분위기가 좋대요.","에 가 봤어요","[""몰라요"",""봐요"",""안 돼요"",""에 가 봤어요""]",
937,25,"word_order","""Have you ever been to Jeju Island?""","에마야 제주도에 가 봤어",,"[""가"",""없어요"",""봤어"",""제주도에"",""에마야""]"
938,25,"translation","""You should definitely go to that restaurant. It's really delicious.""","에마야, 제주도에 가 봤어?","[""에마야, 제주도에 가 봤어?"",""꼭 가 봐. 진짜 예뻐."",""좋아!"",""너무 기대돼요!""]",
939,25,"translation","""If you come to Korea, definitely go to Busan.""","한국에 오면 부산 꼭 가 보세요.","[""나도!"",""아니요! 꼭 가보고 싶어요."",""한국에 오면 부산 꼭 가 보세요."",""언제 시간 돼요?""]",
940,25,"fill_blank","한국에 오면 부산 ___.","꼭 가 보세요","[""꼭 가 보세요"",""몰라요"",""안 돼요"",""봐요""]",
941,25,"word_order","""You should definitely go to that restaurant. It's really delicious.""","에마야 제주도에 가 봤어",,"[""봤어"",""제주도에"",""없어요"",""에마야"",""가""]"
942,25,"translation","""When are you free? Let's grab a meal.""","언제 시간 돼요?","[""맞아, 같이 해!"",""좋아!"",""언제 시간 돼요?"",""에마야, 제주도에 가 봤어?""]",
943,25,"translation","""When are you available this week?""","이번 주에 언제 시간 돼요?","[""이번 주에 언제 시간 돼요?"",""꼭 가 봐. 진짜 예뻐."",""좋아!"",""같이 가면 재미있을 것 같아요.""]",
944,25,"fill_blank","___?","언제 시간 돼요","[""없어요"",""봐요"",""몰라요"",""언제 시간 돼요""]",
945,25,"fill_blank","이번 주에 ___?","언제 시간 돼요","[""언제 시간 돼요"",""안 돼요"",""없어요"",""봐요""]",
946,25,"word_order","""When are you free? Let's grab a meal.""","언제 시간 돼요",,"[""언제"",""없어요"",""돼요"",""시간""]"
947,26,"translation","""What are you watching these days? Any good dramas?""","에마, 요즘 뭐 봐?","[""다음 화가 진짜 기대돼!"",""진짜? 어땠어?"",""에마, 요즘 뭐 봐?"",""완전 빠져들었어!""]",
948,26,"translation","""What are you watching lately? Please recommend something.""","요즘 뭐 봐요? 추천해 주세요.","[""진짜? 어땠어?"",""요즘 뭐 봐요? 추천해 주세요."",""(다음날) 저도 다 봤어!"",""저도 봐야겠다.""]",
949,26,"fill_blank","___? 추천해 주세요.","요즘 뭐 봐요","[""안 돼요"",""해요"",""요즘 뭐 봐요"",""없어요""]",
950,26,"word_order","""What are you watching these days? Any good dramas?""","에마 요즘 뭐 봐",,"[""없어요"",""에마"",""요즘"",""뭐"",""봐""]"
951,26,"translation","""I'm totally hooked on this drama. I can't stop.""","완전 빠져들었어!","[""완전 빠져들었어!"",""넷플릭스에서 봐!"",""에마, 요즘 뭐 봐?"",""저도 봐야겠다.""]",
952,26,"translation","""I've been completely absorbed in that game lately.""","요즘 그 게임에 완전 빠져들었어요.","[""진짜? 어땠어?"",""(다음날) 저도 다 봤어!"",""저도 봐야겠다."",""요즘 그 게임에 완전 빠져들었어요.""]",
953,26,"fill_blank","요즘 그 게임에 ___.","완전 빠져들었어요","[""봐요"",""완전 빠져들었어요"",""몰라요"",""없어요""]",
954,26,"word_order","""I'm totally hooked on this drama. I can't stop.""","완전 빠져들었어",,"[""빠져들었어"",""없어요"",""완전""]"
955,26,"translation","""I'm so excited for the next episode. I want to watch it now.""","다음 화가 진짜 기대돼!","[""(다음날) 저도 다 봤어!"",""다음 화가 진짜 기대돼!"",""이 드라마 보고 있어!"",""어디서 봐?""]",
956,26,"translation","""Today's ending was shocking. I can't wait for the next episode.""","오늘 끝이 충격적이었어요. 다음 화가 기대돼요.","[""오늘 끝이 충격적이었어요. 다음 화가 기대돼요."",""저도 봐야겠다."",""어디서 봐?"",""진짜? 어땠어?""]",
957,26,"fill_blank","오늘 끝이 충격적이었어요. ___.","다음 화가 기대돼요","[""봐요"",""다음 화가 기대돼요"",""없어요"",""몰라요""]",
958,26,"word_order","""I'm so excited for the next episode. I want to watch it now.""","다음 화가 진짜 기대돼",,"[""없어요"",""진짜"",""화가"",""다음"",""기대돼""]"
959,27,"translation","""Do you know this song? It's really popular these days.""","에마야, 이 노래 알아?","[""아이돌 누구 좋아해?"",""에마야, 이 노래 알아?"",""다음에 같이 가자!"",""콘서트 가고 싶어!""]",
960,27,"translation","""Do you know this song? It's my absolute favorite.""","이 노래 알아요? 제가 제일 좋아하는 노래예요.","[""맞아, 자꾸 생각나지?"",""이 노래 알아요? 제가 제일 좋아하는 노래예요."",""콘서트 가고 싶어!"",""아이돌 누구 좋아해?""]",
961,27,"fill_blank","___? 제가 제일 좋아하는 노래예요.","이 노래 알아요","[""이 노래 알아요"",""안 돼요"",""봐요"",""해요""]",
962,27,"word_order","""Do you know this song? It's really popular these days.""","에마야 이 노래 알아",,"[""알아"",""없어요"",""에마야"",""이"",""노래""]"
963,27,"translation","""What does this part of the lyrics mean?""","이 가사가 무슨 뜻이야?","[""아이돌 누구 좋아해?"",""다음에 같이 가자!"",""너무 중독성 있어!"",""이 가사가 무슨 뜻이야?""]",
964,27,"translation","""What do the lyrics mean? Can you translate them?""","가사가 무슨 뜻이에요? 번역해 줄 수 있어요?","[""가사가 무슨 뜻이에요? 번역해 줄 수 있어요?"",""'그리워'는 'I miss you'야."",""콘서트 가고 싶어!"",""아이돌 누구 좋아해?""]",
965,27,"fill_blank","___? 번역해 줄 수 있어요?","가사가 무슨 뜻이에요","[""안 돼요"",""가사가 무슨 뜻이에요"",""몰라요"",""해요""]",
966,27,"word_order","""What does this part of the lyrics mean?""","이 가사가 무슨 뜻이야",,"[""무슨"",""없어요"",""가사가"",""뜻이야"",""이""]"
967,27,"translation","""This song is so addictive. I keep listening to it on repeat.""","너무 중독성 있어!","[""나는 뉴진스!"",""너무 중독성 있어!"",""'그리워'는 'I miss you'야."",""아이돌 누구 좋아해?""]",
968,27,"translation","""This food is addictive. I want to eat it again already.""","이 음식 중독성 있어요. 또 먹고 싶어요.","[""아, 이거? 알아!"",""이 음식 중독성 있어요. 또 먹고 싶어요."",""나는 뉴진스!"",""맞아, 자꾸 생각나지?""]",
969,27,"fill_blank","이 음식 ___. 또 먹고 싶어요.","중독성 있어요","[""중독성 있어요"",""몰라요"",""봐요"",""없어요""]",
970,27,"word_order","""This song is so addictive. I keep listening to it on repeat.""","너무 중독성 있어",,"[""너무"",""중독성"",""없어요"",""있어""]"
971,28,"translation","""How do you take care of your skin? It looks amazing.""","피부 관리 어떻게 해?","[""저는 수분크림 매일 발라!"",""피부 관리 어떻게 해?"",""이거 효과 있어?"",""이 세럼 여기서 팔아?""]",
972,28,"translation","""How do you manage your hair? What products do you use?""","머리 관리 어떻게 해요? 어떤 제품 써요?","[""머리 관리 어떻게 해요? 어떤 제품 써요?"",""네, 앱에서 주문할 수 있어요."",""이 세럼 여기서 팔아?"",""완전 동의해!""]",
973,28,"fill_blank","머리 ___? 어떤 제품 써요?","관리 어떻게 해요","[""관리 어떻게 해요"",""봐요"",""몰라요"",""해요""]",
974,28,"word_order","""How do you take care of your skin? It looks amazing.""","피부 관리 어떻게 해",,"[""없어요"",""관리"",""어떻게"",""해"",""피부""]"
975,28,"translation","""Is this cream effective? Have you tried it?""","이거 효과 있어?","[""이거 효과 있어?"",""네, 앱에서 주문할 수 있어요."",""저는 수분크림 매일 발라!"",""피부 관리 어떻게 해?""]",
976,28,"translation","""Does that diet method actually work?""","그 다이어트 방법 효과 있어요?","[""저는 수분크림 매일 발라!"",""K-뷰티 진짜 최고야!"",""네, 이쪽에 있어요."",""그 다이어트 방법 효과 있어요?""]",
977,28,"fill_blank","그 다이어트 방법 ___?","효과 있어요","[""효과 있어요"",""해요"",""없어요"",""안 돼요""]",
978,28,"word_order","""Is this cream effective? Have you tried it?""","이거 효과 있어",,"[""효과"",""없어요"",""이거"",""있어""]"
979,28,"translation","""This restaurant has great reviews. Let's try it out.""","후기가 진짜 좋아!","[""네, 앱에서 주문할 수 있어요."",""완전 동의해!"",""온라인으로 주문할 수 있어?"",""후기가 진짜 좋아!""]",
980,28,"translation","""That product has really great reviews. Let's give it a try.""","그 제품 후기가 진짜 좋아요. 한번 써 봐요.","[""이 세럼 여기서 팔아?"",""이거 효과 있어?"",""그 제품 후기가 진짜 좋아요. 한번 써 봐요."",""완전 동의해!""]",
981,28,"word_order","""This restaurant has great reviews. Let's try it out.""","후기가 진짜 좋아",,"[""후기가"",""진짜"",""없어요"",""좋아""]"
982,29,"translation","""How often do you exercise?""","에마야, 얼마나 자주 운동해?","[""운동이 스트레스 해소가 돼요."",""응, 꾸준히 하면 좋아."",""저는 매일 걸어요!"",""에마야, 얼마나 자주 운동해?""]",
983,29,"translation","""How often do you do it? I do it three times a week.""","얼마나 자주 해요? 저는 일주일에 세 번 해요.","[""대단한데?"",""진짜? 티 나네!"",""얼마나 자주 해요? 저는 일주일에 세 번 해요."",""응, 꾸준히 하면 좋아.""]",
984,29,"fill_blank","___? 저는 일주일에 세 번 해요.","얼마나 자주 해요","[""얼마나 자주 해요"",""없어요"",""해요"",""몰라요""]",
985,29,"word_order","""How often do you exercise?""","에마야 얼마나 자주 운동해",,"[""자주"",""에마야"",""얼마나"",""운동해"",""없어요""]"
986,29,"translation","""Green tea is good for your health.""","이거 건강에 좋아요?","[""이거 건강에 좋아요?"",""저 요즘 꾸준히 하고 있어요!"",""저는 매일 걸어요!"",""에마야, 얼마나 자주 운동해?""]",
987,29,"translation","""Walking every day is good for your health.""","매일 걷는 게 건강에 좋아요.","[""운동이 스트레스 해소가 돼요."",""에마야, 얼마나 자주 운동해?"",""매일 걷는 게 건강에 좋아요."",""저는 매일 걸어요!""]",
988,29,"fill_blank","이거 ___?","건강에 좋아요","[""해요"",""건강에 좋아요"",""봐요"",""몰라요""]",
989,29,"fill_blank","매일 걷는 게 ___.","건강에 좋아요","[""없어요"",""건강에 좋아요"",""봐요"",""해요""]",
990,29,"word_order","""Green tea is good for your health.""","이거 건강에 좋아요",,"[""이거"",""건강에"",""좋아요"",""없어요""]"
991,29,"translation","""I've been exercising consistently every day.""","저 요즘 꾸준히 하고 있어요!","[""저 요즘 꾸준히 하고 있어요!"",""응, 꾸준히 하면 좋아."",""대단한데?"",""운동이 스트레스 해소가 돼요.""]",
992,29,"translation","""I've been studying Korean consistently. My skills are improving.""","한국어 공부 꾸준히 하고 있어요. 실력이 늘어요.","[""에마야, 얼마나 자주 운동해?"",""진짜? 티 나네!"",""한국어 공부 꾸준히 하고 있어요. 실력이 늘어요."",""응, 꾸준히 하면 좋아.""]",
993,29,"fill_blank","저 요즘 ___!","꾸준히 하고 있어요","[""안 돼요"",""꾸준히 하고 있어요"",""해요"",""없어요""]",
994,29,"fill_blank","한국어 공부 ___. 실력이 늘어요.","꾸준히 하고 있어요","[""꾸준히 하고 있어요"",""해요"",""없어요"",""안 돼요""]",
995,29,"word_order","""I've been exercising consistently every day.""","저 요즘 꾸준히 하고 있어요",,"[""하고"",""요즘"",""저"",""없어요"",""있어요"",""꾸준히""]"
996,30,"translation","""Where do you live now? Is it Seoul?""","에마야, 한국 어디 살아?","[""에마야, 한국 어디 살아?"",""집 근처에 뭐 있어?"",""혼자 살아? 자취해?"",""거기 살기 좋아?""]",
997,30,"translation","""Where in Korea do you live? Is it near your workplace?""","한국 어디 살아요? 회사 근처예요?","[""한국 어디 살아요? 회사 근처예요?"",""응, 교통도 편하고!"",""집 근처에 뭐 있어?"",""응! 원룸이야.""]",
998,30,"fill_blank","한국 ___? 회사 근처예요?","어디 살아요","[""봐요"",""어디 살아요"",""해요"",""안 돼요""]",
999,30,"word_order","""Where do you live now? Is it Seoul?""","에마야 한국 어디 살아",,"[""한국"",""없어요"",""살아"",""어디"",""에마야""]"
1000,30,"translation","""Do you live alone? Are you good at cooking?""","혼자 살아? 자취해?","[""최근에 이사 왔어."",""응! 원룸이야."",""응, 교통도 편하고!"",""혼자 살아? 자취해?""]",
1001,30,"translation","""Do you live alone? Don't you get lonely?""","혼자 살아요? 외롭지 않아요?","[""혼자 살아요? 외롭지 않아요?"",""어디서 왔어?"",""카페, 편의점 다 있어!"",""거기 살기 좋아?""]",
1002,30,"fill_blank","___? 외롭지 않아요?","혼자 살아요","[""없어요"",""안 돼요"",""봐요"",""혼자 살아요""]",
1003,30,"word_order","""Do you live alone? Are you good at cooking?""","혼자 살아 자취해",,"[""살아"",""없어요"",""자취해"",""혼자""]"
1004,30,"translation","""What's near your place? Is there a café?""","집 근처에 뭐 있어?","[""거기 살기 좋아?"",""집 근처에 뭐 있어?"",""혼자 살아? 자취해?"",""응! 원룸이야.""]",
1005,30,"translation","""What's near the school? Is there anywhere to eat?""","학교 근처에 뭐 있어? 밥 먹을 데 있어?","[""카페, 편의점 다 있어!"",""에마야, 한국 어디 살아?"",""혼자 살아? 자취해?"",""학교 근처에 뭐 있어? 밥 먹을 데 있어?""]",
1006,30,"fill_blank","집 ___?","근처에 뭐 있어","[""안 돼요"",""해요"",""봐요"",""근처에 뭐 있어""]",
1007,30,"fill_blank","학교 ___? 밥 먹을 데 있어?","근처에 뭐 있어","[""안 돼요"",""없어요"",""봐요"",""근처에 뭐 있어""]",
1008,30,"word_order","""What's near your place? Is there a café?""","집 근처에 뭐 있어",,"[""근처에"",""있어"",""집"",""없어요"",""뭐""]"
1009,31,"translation","""How are you feeling today? You look happy.""","에마야, 오늘 기분 어때?","[""나는 요즘 좀 짜증나."",""에마야, 오늘 기분 어때?"",""왜?"",""근데 짐이 많아서 좀 걱정돼.""]",
1010,31,"translation","""How are you feeling? Are you feeling much better?""","기분이 어때? 많이 나아졌어?","[""근데 짐이 많아서 좀 걱정돼."",""기분이 어때? 많이 나아졌어?"",""내일 여행이라서 행복해!"",""나는 요즘 좀 짜증나.""]",
1011,31,"fill_blank","___? 많이 나아졌어?","기분이 어때","[""해요"",""없어요"",""기분이 어때"",""봐요""]",
1012,31,"word_order","""How are you feeling today? You look happy.""","에마야 오늘 기분 어때",,"[""오늘"",""에마야"",""어때"",""없어요"",""기분""]"
1013,31,"translation","""I'm happy because you're by my side.""","내일 여행이라서 행복해!","[""너무 좋아! 설레."",""왜?"",""내일 여행이라서 행복해!"",""나는 요즘 좀 짜증나.""]",
1014,31,"translation","""I'm happy because the weather is so nice today.""","오늘 날씨가 좋아서 행복해.","[""너무 좋아! 설레."",""왜?"",""오늘 날씨가 좋아서 행복해."",""나는 요즘 좀 짜증나.""]",
1015,31,"fill_blank","내일 여행이___!","라서 행복해","[""안 돼요"",""해요"",""라서 행복해"",""몰라요""]",
1016,31,"word_order","""I'm happy because you're by my side.""","내일 여행이라서 행복해",,"[""여행이라서"",""없어요"",""행복해"",""내일""]"
1017,31,"translation","""I'm going on a trip tomorrow and I'm so excited!""","너무 좋아! 설레.","[""에마야, 오늘 기분 어때?"",""근데 짐이 많아서 좀 걱정돼."",""괜찮아!"",""너무 좋아! 설레.""]",
1018,31,"translation","""I'm nervous and excited because it's our first time meeting.""","처음 만나는 거라 설레요.","[""에마야, 오늘 기분 어때?"",""처음 만나는 거라 설레요."",""근데 짐이 많아서 좀 걱정돼."",""왜?""]",
1019,31,"fill_blank","너무 좋아! ___.","설레","[""설레"",""없어요"",""해요"",""봐요""]",
1020,31,"fill_blank","처음 만나는 거라 ___요.","설레","[""몰라요"",""없어요"",""봐요"",""설레""]",
1021,31,"word_order","""I'm going on a trip tomorrow and I'm so excited!""","너무 좋아 설레",,"[""설레"",""너무"",""없어요"",""좋아""]"
1022,32,"translation","""You don't look well. Are you okay?""","소피, 괜찮아?","[""소피, 괜찮아?"",""언제든지 연락해!"",""고마워요, 에마."",""잘 될 거야!""]",
1023,32,"translation","""Did you fall? Are you okay? Are you hurt?""","넘어졌어요? 괜찮아요? 다쳤어요?","[""그럴까?"",""요즘 좀 힘들어요."",""넘어졌어요? 괜찮아요? 다쳤어요?"",""응, 많이 지쳤어요.""]",
1024,32,"fill_blank","넘어졌어요? ___? 다쳤어요?","괜찮아요","[""없어요"",""안 돼요"",""해요"",""괜찮아요""]",
1025,32,"word_order","""You don't look well. Are you okay?""","소피 괜찮아",,"[""소피"",""없어요"",""괜찮아""]"
1026,32,"translation","""Things have been a bit tough lately. I have so much work.""","요즘 좀 힘들어요.","[""고마워요, 에마."",""언제든지 연락해!"",""요즘 좀 힘들어요."",""많이 걱정돼요.""]",
1027,32,"translation","""I've been struggling a bit lately. I can't sleep well.""","요즘 좀 힘들어요. 잠을 못 자고 있어요.","[""많이 걱정돼요."",""많이 힘들어?"",""요즘 좀 힘들어요. 잠을 못 자고 있어요."",""언제든지 연락해!""]",
1028,32,"fill_blank","___.","요즘 좀 힘들어요","[""없어요"",""봐요"",""요즘 좀 힘들어요"",""안 돼요""]",
1029,32,"fill_blank","___. 잠을 못 자고 있어요.","요즘 좀 힘들어요","[""안 돼요"",""해요"",""없어요"",""요즘 좀 힘들어요""]",
1030,32,"word_order","""Things have been a bit tough lately. I have so much work.""","요즘 좀 힘들어요",,"[""요즘"",""힘들어요"",""좀"",""없어요""]"
1031,32,"translation","""If you need help, contact me anytime.""","언제든지 연락해!","[""소피, 괜찮아?"",""요즘 좀 힘들어요."",""언제든지 연락해!"",""많이 힘들어?""]",
1032,32,"translation","""Reach out anytime. I'm always here.""","언제든지 연락해요. 항상 여기 있어요.","[""응, 많이 지쳤어요."",""소피, 괜찮아?"",""언제든지 연락해요. 항상 여기 있어요."",""많이 힘들어?""]",
1033,32,"fill_blank","___. 항상 여기 있어요.","언제든지 연락해요","[""없어요"",""몰라요"",""언제든지 연락해요"",""안 돼요""]",
1034,32,"word_order","""If you need help, contact me anytime.""","언제든지 연락해",,"[""연락해"",""없어요"",""언제든지""]"
1035,33,"translation","""Do you use KakaoTalk? I'll give you my ID.""","민준 오빠, 카카오톡 해요?","[""자주 연락해!"",""응! 추가해줄게."",""민준 오빠, 카카오톡 해요?"",""한국 친구 사귀고 싶었어요.""]",
1036,33,"translation","""Are you on KakaoTalk? Let's keep in touch there.""","카카오톡 해요? 거기서 연락해요.","[""카카오톡 해요? 거기서 연락해요."",""한국 친구 사귀고 싶었어요."",""잘됐다! 우리 자주 만나자."",""나도!""]",
1037,33,"fill_blank","민준 오빠, ___?","카카오톡 해요","[""몰라요"",""없어요"",""카카오톡 해요"",""안 돼요""]",
1038,33,"fill_blank","___? 거기서 연락해요.","카카오톡 해요","[""몰라요"",""카카오톡 해요"",""안 돼요"",""봐요""]",
1039,33,"word_order","""Do you use KakaoTalk? I'll give you my ID.""","민준 오빠 카카오톡 해요",,"[""카카오톡"",""없어요"",""오빠"",""민준"",""해요""]"
1040,33,"translation","""Can I follow you on Instagram?""","응, 팔로우해도 돼.","[""민준 오빠, 카카오톡 해요?"",""앞으로 잘 부탁해요!"",""응, 팔로우해도 돼."",""나도!""]",
1041,33,"translation","""Can I follow you? Your photos are so beautiful.""","팔로우해도 돼요? 사진이 너무 예뻐요.","[""팔로우해도 돼요? 사진이 너무 예뻐요."",""한국 친구 사귀고 싶었어요."",""인스타도 해요?"",""앞으로 잘 부탁해요!""]",
1042,33,"fill_blank","___? 사진이 너무 예뻐요.","팔로우해도 돼요","[""팔로우해도 돼요"",""해요"",""봐요"",""몰라요""]",
1043,33,"word_order","""Can I follow you on Instagram?""","응 팔로우해도 돼",,"[""없어요"",""팔로우해도"",""돼"",""응""]"
1044,33,"translation","""I'm learning Korean and I really want to make Korean friends.""","한국 친구 사귀고 싶었어요.","[""네! 연락할게요."",""앞으로 잘 부탁해요!"",""한국 친구 사귀고 싶었어요."",""응! 추가해줄게.""]",
